artist_name,track_name
bunny wailer,follow fashion monkey
black uhuru,leaving to zion
pat kelly,they talk about love
eek-a-mouse,peeni walli
tenor saw,roll call
ken boothe,is it because i'm black?
wailing souls,jah give us life
wailing souls,who no waan come
bunny wailer,get up stand up
bunny wailer,johnny too bad
eek-a-mouse,christmas-a-come
wailing souls,baby come rock
wailing souls,full moon
yellowman,budget
pat kelly,just for a day
macka b,we've had enough!
black uhuru,pain
ken boothe,love don't love nobody
yellowman,want a virgin
junior murvin,people of the world
yellowman,blueberry hill
j.c. lodge,telephone love
ludwig von 88,mike tyson
papa san,gals love money man
mighty diamonds,bad boy business
frankie paul,don't pressure me
mighty diamonds,up front
alpha & omega,the exile
alpha & omega,honest opinion
ziggy marley & the melody makers,aiding and abetting
shinehead,know how fe chat
shinehead,hello ya'll
steel pulse,disco drop out
steel pulse,dead end circuit
ziggy marley & the melody makers,lee and molly
peter tosh,moses
peter tosh,stand firm
peter tosh,crystal ball
peter tosh,mystic man
peter tosh,bush doctor
peter tosh,reggaemylitis
ziggy marley & the melody makers,tomorrow people
ziggy marley & the melody makers,what's true
peter tosh,lesson in my life
ub40,matter of time
ziggy marley & the melody makers,have you ever been to hell
ziggy marley & the melody makers,a who a say
ub40,you're always pulling me down
the meditations,wallah up
ini kamoze,shocking out
pinchers,mass out
jimmy cliff,hold tight (eye for an eye)
ini kamoze,hole in the pumpkin
the twinkle brothers,total disaster
singers and players,follower
prince far i,shuffle and deal
jah stitch,greedy girl
mikey dread,the seagull
mikey dread,i see jah
jah stitch,bury the barber
mikey dread,goodbye
dub syndicate,night train
wailing souls,carry on
wailing souls,you’re my days
wailing souls,what is what
cultural roots,dance rub a dub
the twinkle brothers,no money dub
wailing souls,propaganda
king general,put down the gun
john holt,visions
kofi,there must be
aswad,woman
phyllis dillon,a thing of the past
gregory isaacs,big all around
pato banton,wishing on a star
pato banton,jah's reggae
sugar minott,good thing going
the jamaicans,dedicate my song to you (dedicated to you)
ijahman levi,bob & friends over there
ub40,tears from my eyes
aswad,don't turn around
kofi,didn't i
kofi,black pride
steel pulse,can't stand it
macka b,dread a who she love
pato banton,visions of the world
sumo,"cuerdas, gargantas y cables"
black roots,start afresh
black roots,oppressor
gregory isaacs,fall for you again
pato banton,never give in
pato banton,pressure
kofi,do you really want me
gregory isaacs,be careful
j.c. lodge,love's gonna break your heart
junior reid,rumours
black roots,she wants
pato banton,situation crazy
macka b,natural suntan
black roots,living with jah
mad professor,don't drink the piss
cocoa tea,keep on doing it
alton ellis,where i'm down
alton ellis,the picture was you
alton ellis,i'll be waiting
prince far i,ghetto living
prince far i,armageddon
culture,natty never get weary
pato banton,wize up!
maxi priest,peace throughout the world
maxi priest,life
sly & robbie,fire
burning spear,my roots
israel vibration,fight to survive
lucky dube,together as one (live)
barrington levy,mini bus
jimmy cliff,rebel in me
maxi priest,just a little bit longer
maxi priest,best of me
gregory isaacs,confirm reservation
marcia griffiths,electric boogie
the gladiators,bongo red
maxi priest,space in my heart
gregory isaacs,poor and clean
maxi priest,human work of art
cocoa tea,fool in love
cocoa tea,babylon get rude
sugar minott,rub a dub dub
the gladiators,war
gregory isaacs,"no speech, no language"
burning spear,great men
burning spear,african woman
burning spear,elephants
burning spear,one people
burning spear,civilization
the itals,hallelujah
the itals,time
the bassies,i don't mind
ziggy marley & the melody makers,so good so right
prince far i,anambra
pinchers,hold me
black uhuru,breakout
macka b,slow down driver
macka b,revelation time
rita marley,i know a place
macka b,peace cup
jahmel,no love in the city
culture,soon come
culture,step along
culture,this way
maxi priest,how can we ease the pain
lucky dube,up with hope (down with dope)
shabba ranks,wicked in bed
sanchez,give it a chance
ziggy marley,kozmik
black uhuru,army band
big youth,cool breeze
dennis brown,here i come
shabba ranks,mr. loverman (feat. chevelle franklin)
sublime,badfish
sublime,live at e's
sublime,smoke two joints
ziggy marley & the melody makers,generation
shabba ranks,bad & wicked
shabba ranks,ram dancehall
prince far i,suru-lere
roots radics,throw away your gun
israel vibration,be careful
black uhuru,word sound
eek-a-mouse,love me
mikey dread,warrior stylee
steel pulse,victims
mikey dread,choose me
steel pulse,gang warfare
ziggy marley & the melody makers,new time & age
black uhuru,freedom fighter
jacob miller,all night till day light
justin hinds,want more
garnett silk,it's growing
marcia griffiths,fire burning
gregory isaacs,pardon me
gregory isaacs,breaking up
cocoa tea,i'm wanted
the melodians,"hey, girl"
wailing souls,get real
the gladiators,run them
the gladiators,fussing version
the gladiators,full time
buju banton,man fi dead
macka b,where is the love
shinehead,should i?
macka b,bass
macka b,buppie
sly & robbie,my conversation
mad professor,monkey dub
shinehead,the pen
the melodians,lonely night
pato banton,only love
super cat,fight fi power
shabba ranks,rude boy
ziggy marley & the melody makers,love is the only law
garnett silk,place in your heart
ziggy marley & the melody makers,when the lights gone out
ziggy marley & the melody makers,all you got
lucky dube,truth in the world
shabba ranks,will power
big mountain,rastaman
ziggy marley & the melody makers,pains of life
pato banton,one world (not three)
sublime,krs-one
sublime,right back
sublime,rivers of babylon
dennis brown,things in life
ziggy marley & the melody makers,black my story (not history)
shinehead,try my love
wailing souls,picky picky head
steel pulse,k.k.k.
lucky dube,together as one
maxi priest,amazed are we
maxi priest,promises
mutabaruka,the system
wayne wonder,all this time
carlene davis,why me lord
ken boothe,feeling soul
lucky dube,children in the streets
lucky dube,jah save us
shinehead,i just called to say i love you
super cat,south central
lucky dube,rastas
lucky dube,on my own
israel vibration,thank you jah
têtes raides,the mad fiddler
burning spear,it's not a crime
burning spear,on the inside
the grace thrillers,he's alive
patra,worker man
garnett silk,love me or leave me
eraserheads,honky-toinks granny
barrington levy,nothing's changed
buju banton,buju love you to the max
israel vibration,babylon by bus
dennis brown,second chance
half pint,if i had a hammer
toots & the maytals,monkey girl
israel vibration,run but you can't hide
macka b,promises
macka b,do the butterfly
the skatalites,the don (part i)
garnett silk,jah jah is the ruler
cocoa tea,grow your locks
shaggy,all virgins
garnett silk,nothing can divide us
snow,creative child
desmond dekker,king of ska
ub40,it's a long long way
third world,rhythm of life
barrington levy,be strong
ub40,now and then
ub40,promises and lies
ub40,sorry
buju banton,no respect
ziggy marley & the melody makers,there she goes
third world,try jah love
buju banton,love how the gal flex
ub40,(i can't help) falling in love with you
lucky dube,jah (live)
311,paradise
311,visit
buju banton,the grudge
ziggy marley & the melody makers,garden
ziggy marley & the melody makers,x marks the spot
burning spear,i stand strong
half pint,money man skank
third world,reggae radio station
third world,railroad track
barrington levy,survival
ziggy marley & the melody makers,brothers and sisters
snow,ease up
garnett silk,hello africa
ziggy marley & the melody makers,world so corrupt
alpha & omega,show me a purpose
los cafres,leggo mi hand
cocoa tea,don't turn it off
burning spear,hail h.i.m
burning spear,cry blood africans
aswad,2 makes 1
lady saw,stab out the meat
capleton,chalice
big mountain,time has come
christafari,inside burning
burning spear,african teacher
sanchez,are you still in love with me
bounty killer,see you no more (2004)
herbs,home grown
christafari,come children
shinehead,keep on
shinehead,me and them
cocoa tea,mek dem a gwan so
capleton,equal rights
burning spear,follow marcus garvey
richie stephens,trying to get to you
bounty killer,can't beat we
bounty killer,down in the ghetto
the ethiopians,let me blow my smoke
beres hammond,giving thanks
ballyhoo,man on the moon
musical youth,heartbreaker
311,six
big mountain,all kinds of people
musical youth,blind boy
ini kamoze,gunshot
big mountain,fruitful days
sanchez,here i am
sublime,get out!
sublime,cisco kid
musical youth,pass the dutchie
michael franti & spearhead,people in tha middle
sublime,superstar punani
g. love & special sauce,shooting hoops
big mountain,caribbean blue
michael franti & spearhead,hole in the bucket
sublime,q-ball
cocoa tea,she loves me now
sublime,i don't care too much for reggae dub
sublime,steady b loop dub
g. love & special sauce,i-76
christafari,selah
born jamericans,nobody knows
cocoa tea,hot sweet cocoa tea
musical youth,yard stylee
beres hammond,i won't surrender
john holt,i'm the one to blame
christafari,listening
sanchez,unchained
big mountain,young revolutionaries
musical youth,schoolgirl
michael franti & spearhead,runfayalife
michael franti & spearhead,crime to be broke in america
musical youth,shanty town (007)
musical youth,"mash it to the youth man, mash it"
big mountain,revolution
wayne wonder,live and learn
born jamericans,so ladies
snow,if you like the sound
patra,either or either
tony curtis,for you love
prince far i,out of the abyss
mad lion,see a man face
patra,deep inside
ini kamoze,hotter this year
julian marley,lion in the jungle
sanchez,can't remember the last time
the grace thrillers,make us one
the grace thrillers,raise your hand
carlene davis,the first word in memory
general levy,wikkeda!!
the techniques,little did you know
burning spear,old timer
burning spear,not stupid
burning spear,subject in school
super cat,dance
patra,hot stuff
shabba ranks,love punany bad
the grace thrillers,tell me the story
jacob miller,baby i love you so
eraserheads,fill her
ziggy marley & the melody makers,tipsy dazy
diana king,shy guy
dave collins,double barrel
the grace thrillers,around god's throne
alton ellis,it's true
g. love & special sauce,bye bye baby
capleton,chant
capleton,big time
sammy dread,bad company
ziggy marley & the melody makers,live it up
g. love & special sauce,leaving the city
sanchez,in your eyes
ziggy marley & the melody makers,today
eek-a-mouse,good to me
wailing souls,oh what a lie
anthony b,this notion (intro)
maxi priest,watching the world go by
wailing souls,modern slavery
anthony b,bun down soddom
scientist,the scientist's answer
frankie paul,tonight
luciano,how can you
burning spear,praise him
wailing souls,infidels
frankie paul,sara
maxi priest,love will cross over
israel vibration,saviour in your life
israel vibration,solomon bloodline
israel vibration,terrorist
the skatalites,two for one
morgan heritage,protect us jah
burning spear,thank you
lady saw,give me the reason
natural vibrations,floatin'
cham,break up and make up
eek-a-mouse,shopping
burning spear,marcus say jah no dead
slightly stoopid,fuck the police
slightly stoopid,righteous man
john brown's body,all time
bounty killer,gun down
dispatch,other side (live)
slightly stoopid,wake up late
slightly stoopid,anti socialistic
slightly stoopid,zero tolerance
luciano,never give up my pride
slightly stoopid,operation
eek-a-mouse,black cowboy
slightly stoopid,to a party
"lee ""scratch"" perry",disco devil
sublime,the ballad of johnny butt
sublime,pawn shop
sublime,garden grove
luciano,messenger
eraserheads,lightyears
luciano,rainy days
burning spear,nyah keith
lone ranger,uptown style
toots & the maytals,one eyed enos
anthony b,so many things
wailing souls,fire coal man
wayne wonder,the best
eraserheads,fruitcake
anthony b,cold feet
horace andy,don't let problems get you down
"lee ""scratch"" perry",curly locks
israel vibration,feelin' irie
horace andy,rock to sleep
burning spear,jah kingdom
shaggy,tender love
michael franti & spearhead,comin' to gitcha
sizzla,greedy joe
steel pulse,peace party
steel pulse,i-spy... (no stranger to danger)
steel pulse,black enough?
beenie man,monster look
steel pulse,black & proud
the maytals,i'll never grow old
heavy d,wanna be a player
g. love & special sauce,200 years
steel pulse,the real terrorist
steel pulse,role model
burning spear,don't sell out
capleton,east coast to the west coast
